assay,chrom,w_mono,w_triso,mu_A,mu_R,mu_T,target_div,pop_id
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18318
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18319
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18320
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18321
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18322
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18323
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18324
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18325
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18326
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18327
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18328
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18329
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18330
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18331
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18332
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18333
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18334
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18335
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18336
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18337
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18338
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18339
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18340
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18341
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18342
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18343
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18344
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18345
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18346
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18347
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18348
a366,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.046415888336127774,6320000.0,p18349
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18350
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18351
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18352
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18353
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18354
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18355
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18356
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18357
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18358
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18359
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18360
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18361
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18362
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18363
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18364
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18365
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18366
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18367
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18368
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18369
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18370
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18371
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18372
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18373
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18374
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18375
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18376
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18377
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18378
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18379
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18380
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18381
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18382
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18383
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18384
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18385
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18386
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18387
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18388
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18389
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18390
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18391
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18392
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18393
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18394
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18395
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18396
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18397
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18398
a367,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.12915496650148828,6320000.0,p18399
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18400
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18401
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18402
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18403
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18404
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18405
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18406
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18407
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18408
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18409
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18410
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18411
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18412
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18413
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18414
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18415
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18416
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18417
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18418
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18419
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18420
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18421
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18422
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18423
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18424
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18425
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18426
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18427
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18428
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18429
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18430
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18431
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18432
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18433
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18434
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18435
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18436
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18437
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18438
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18439
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18440
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18441
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18442
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18443
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18444
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18445
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18446
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18447
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18448
a368,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,0.3593813663804626,6320000.0,p18449
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18450
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18451
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18452
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18453
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18454
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18455
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18456
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18457
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18458
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18459
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18460
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18461
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18462
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18463
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18464
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18465
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18466
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18467
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18468
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18469
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18470
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18471
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18472
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18473
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18474
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18475
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18476
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18477
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18478
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18479
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18480
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18481
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18482
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18483
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18484
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18485
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18486
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18487
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18488
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18489
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18490
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18491
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18492
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18493
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18494
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18495
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18496
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18497
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18498
a369,4,0.128,0.2154434690031884,1.178e-05,8.15e-06,1.0,6320000.0,p18499
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18500
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18501
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18502
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18503
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18504
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18505
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18506
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18507
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18508
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18509
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18510
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18511
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18512
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18513
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18514
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18515
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18516
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18517
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18518
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18519
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18520
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18521
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18522
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18523
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18524
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18525
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18526
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18527
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18528
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18529
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18530
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18531
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18532
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18533
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18534
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18535
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18536
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18537
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18538
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18539
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18540
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18541
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18542
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18543
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18544
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18545
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18546
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18547
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18548
a370,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0001,6320000.0,p18549
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18550
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18551
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18552
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18553
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18554
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18555
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18556
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18557
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18558
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18559
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18560
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18561
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18562
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18563
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18564
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18565
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18566
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18567
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18568
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18569
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18570
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18571
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18572
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18573
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18574
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18575
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18576
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18577
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18578
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18579
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18580
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18581
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18582
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18583
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18584
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18585
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18586
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18587
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18588
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18589
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18590
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18591
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18592
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18593
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18594
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18595
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18596
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18597
a371,4,0.128,0.1668100537200059,1.178e-05,8.15e-06,0.0002782559402207126,6320000.0,p18598
