assay,rep,monosome_fitness,monosome_rate,revert_rate,n_gen,pop_id
a1229,29,0.0499999995007974,4.641588833612782e-07,0.1,25,p44273
a1229,30,0.0499999995007974,4.641588833612782e-07,0.1,25,p44274
a1229,31,0.0499999995007974,4.641588833612782e-07,0.1,25,p44275
a1229,32,0.0499999995007974,4.641588833612782e-07,0.1,25,p44276
a1229,33,0.0499999995007974,4.641588833612782e-07,0.1,25,p44277
a1229,34,0.0499999995007974,4.641588833612782e-07,0.1,25,p44278
a1229,35,0.0499999995007974,4.641588833612782e-07,0.1,25,p44279
a1230,0,0.0499999995007974,1e-06,1e-07,25,p44280
a1230,1,0.0499999995007974,1e-06,1e-07,25,p44281
a1230,2,0.0499999995007974,1e-06,1e-07,25,p44282
a1230,3,0.0499999995007974,1e-06,1e-07,25,p44283
a1230,4,0.0499999995007974,1e-06,1e-07,25,p44284
a1230,5,0.0499999995007974,1e-06,1e-07,25,p44285
a1230,6,0.0499999995007974,1e-06,1e-07,25,p44286
a1230,7,0.0499999995007974,1e-06,1e-07,25,p44287
a1230,8,0.0499999995007974,1e-06,1e-07,25,p44288
a1230,9,0.0499999995007974,1e-06,1e-07,25,p44289
a1230,10,0.0499999995007974,1e-06,1e-07,25,p44290
a1230,11,0.0499999995007974,1e-06,1e-07,25,p44291
a1230,12,0.0499999995007974,1e-06,1e-07,25,p44292
a1230,13,0.0499999995007974,1e-06,1e-07,25,p44293
a1230,14,0.0499999995007974,1e-06,1e-07,25,p44294
a1230,15,0.0499999995007974,1e-06,1e-07,25,p44295
a1230,16,0.0499999995007974,1e-06,1e-07,25,p44296
a1230,17,0.0499999995007974,1e-06,1e-07,25,p44297
a1230,18,0.0499999995007974,1e-06,1e-07,25,p44298
a1230,19,0.0499999995007974,1e-06,1e-07,25,p44299
a1230,20,0.0499999995007974,1e-06,1e-07,25,p44300
a1230,21,0.0499999995007974,1e-06,1e-07,25,p44301
a1230,22,0.0499999995007974,1e-06,1e-07,25,p44302
a1230,23,0.0499999995007974,1e-06,1e-07,25,p44303
a1230,24,0.0499999995007974,1e-06,1e-07,25,p44304
a1230,25,0.0499999995007974,1e-06,1e-07,25,p44305
a1230,26,0.0499999995007974,1e-06,1e-07,25,p44306
a1230,27,0.0499999995007974,1e-06,1e-07,25,p44307
a1230,28,0.0499999995007974,1e-06,1e-07,25,p44308
a1230,29,0.0499999995007974,1e-06,1e-07,25,p44309
a1230,30,0.0499999995007974,1e-06,1e-07,25,p44310
a1230,31,0.0499999995007974,1e-06,1e-07,25,p44311
a1230,32,0.0499999995007974,1e-06,1e-07,25,p44312
a1230,33,0.0499999995007974,1e-06,1e-07,25,p44313
a1230,34,0.0499999995007974,1e-06,1e-07,25,p44314
a1230,35,0.0499999995007974,1e-06,1e-07,25,p44315
a1231,0,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44316
a1231,1,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44317
a1231,2,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44318
a1231,3,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44319
a1231,4,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44320
a1231,5,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44321
a1231,6,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44322
a1231,7,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44323
a1231,8,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44324
a1231,9,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44325
a1231,10,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44326
a1231,11,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44327
a1231,12,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44328
a1231,13,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44329
a1231,14,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44330
a1231,15,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44331
a1231,16,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44332
a1231,17,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44333
a1231,18,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44334
a1231,19,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44335
a1231,20,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44336
a1231,21,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44337
a1231,22,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44338
a1231,23,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44339
a1231,24,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44340
a1231,25,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44341
a1231,26,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44342
a1231,27,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44343
a1231,28,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44344
a1231,29,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44345
a1231,30,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44346
a1231,31,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44347
a1231,32,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44348
a1231,33,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44349
a1231,34,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44350
a1231,35,0.0499999995007974,1e-06,4.641588833612782e-07,25,p44351
a1232,0,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44352
a1232,1,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44353
a1232,2,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44354
a1232,3,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44355
a1232,4,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44356
a1232,5,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44357
a1232,6,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44358
a1232,7,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44359
a1232,8,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44360
a1232,9,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44361
a1232,10,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44362
a1232,11,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44363
a1232,12,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44364
a1232,13,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44365
a1232,14,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44366
a1232,15,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44367
a1232,16,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44368
a1232,17,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44369
a1232,18,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44370
a1232,19,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44371
a1232,20,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44372
a1232,21,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44373
a1232,22,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44374
a1232,23,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44375
a1232,24,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44376
a1232,25,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44377
a1232,26,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44378
a1232,27,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44379
a1232,28,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44380
a1232,29,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44381
a1232,30,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44382
a1232,31,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44383
a1232,32,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44384
a1232,33,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44385
a1232,34,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44386
a1232,35,0.0499999995007974,1e-06,2.1544346900318822e-06,25,p44387
a1233,0,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44388
a1233,1,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44389
a1233,2,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44390
a1233,3,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44391
a1233,4,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44392
a1233,5,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44393
a1233,6,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44394
a1233,7,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44395
a1233,8,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44396
a1233,9,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44397
a1233,10,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44398
a1233,11,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44399
a1233,12,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44400
a1233,13,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44401
a1233,14,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44402
a1233,15,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44403
a1233,16,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44404
a1233,17,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44405
a1233,18,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44406
a1233,19,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44407
a1233,20,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44408
a1233,21,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44409
a1233,22,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44410
a1233,23,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44411
a1233,24,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44412
a1233,25,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44413
a1233,26,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44414
a1233,27,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44415
a1233,28,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44416
a1233,29,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44417
a1233,30,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44418
a1233,31,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44419
a1233,32,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44420
a1233,33,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44421
a1233,34,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44422
a1233,35,0.0499999995007974,1e-06,9.999999999999999e-06,25,p44423
a1234,0,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44424
a1234,1,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44425
a1234,2,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44426
a1234,3,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44427
a1234,4,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44428
a1234,5,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44429
a1234,6,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44430
a1234,7,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44431
a1234,8,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44432
a1234,9,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44433
a1234,10,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44434
a1234,11,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44435
a1234,12,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44436
a1234,13,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44437
a1234,14,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44438
a1234,15,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44439
a1234,16,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44440
a1234,17,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44441
a1234,18,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44442
a1234,19,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44443
a1234,20,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44444
a1234,21,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44445
a1234,22,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44446
a1234,23,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44447
a1234,24,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44448
a1234,25,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44449
a1234,26,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44450
a1234,27,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44451
a1234,28,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44452
a1234,29,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44453
a1234,30,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44454
a1234,31,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44455
a1234,32,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44456
a1234,33,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44457
a1234,34,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44458
a1234,35,0.0499999995007974,1e-06,4.641588833612772e-05,25,p44459
a1235,0,0.0499999995007974,1e-06,0.00021544346900318823,25,p44460
a1235,1,0.0499999995007974,1e-06,0.00021544346900318823,25,p44461
a1235,2,0.0499999995007974,1e-06,0.00021544346900318823,25,p44462
a1235,3,0.0499999995007974,1e-06,0.00021544346900318823,25,p44463
a1235,4,0.0499999995007974,1e-06,0.00021544346900318823,25,p44464
a1235,5,0.0499999995007974,1e-06,0.00021544346900318823,25,p44465
a1235,6,0.0499999995007974,1e-06,0.00021544346900318823,25,p44466
a1235,7,0.0499999995007974,1e-06,0.00021544346900318823,25,p44467
a1235,8,0.0499999995007974,1e-06,0.00021544346900318823,25,p44468
a1235,9,0.0499999995007974,1e-06,0.00021544346900318823,25,p44469
a1235,10,0.0499999995007974,1e-06,0.00021544346900318823,25,p44470
a1235,11,0.0499999995007974,1e-06,0.00021544346900318823,25,p44471
a1235,12,0.0499999995007974,1e-06,0.00021544346900318823,25,p44472
a1235,13,0.0499999995007974,1e-06,0.00021544346900318823,25,p44473
a1235,14,0.0499999995007974,1e-06,0.00021544346900318823,25,p44474
a1235,15,0.0499999995007974,1e-06,0.00021544346900318823,25,p44475
a1235,16,0.0499999995007974,1e-06,0.00021544346900318823,25,p44476
a1235,17,0.0499999995007974,1e-06,0.00021544346900318823,25,p44477
a1235,18,0.0499999995007974,1e-06,0.00021544346900318823,25,p44478
a1235,19,0.0499999995007974,1e-06,0.00021544346900318823,25,p44479
a1235,20,0.0499999995007974,1e-06,0.00021544346900318823,25,p44480
a1235,21,0.0499999995007974,1e-06,0.00021544346900318823,25,p44481
a1235,22,0.0499999995007974,1e-06,0.00021544346900318823,25,p44482
a1235,23,0.0499999995007974,1e-06,0.00021544346900318823,25,p44483
a1235,24,0.0499999995007974,1e-06,0.00021544346900318823,25,p44484
a1235,25,0.0499999995007974,1e-06,0.00021544346900318823,25,p44485
a1235,26,0.0499999995007974,1e-06,0.00021544346900318823,25,p44486
a1235,27,0.0499999995007974,1e-06,0.00021544346900318823,25,p44487
a1235,28,0.0499999995007974,1e-06,0.00021544346900318823,25,p44488
a1235,29,0.0499999995007974,1e-06,0.00021544346900318823,25,p44489
a1235,30,0.0499999995007974,1e-06,0.00021544346900318823,25,p44490
a1235,31,0.0499999995007974,1e-06,0.00021544346900318823,25,p44491
a1235,32,0.0499999995007974,1e-06,0.00021544346900318823,25,p44492
a1235,33,0.0499999995007974,1e-06,0.00021544346900318823,25,p44493
a1235,34,0.0499999995007974,1e-06,0.00021544346900318823,25,p44494
a1235,35,0.0499999995007974,1e-06,0.00021544346900318823,25,p44495
a1236,0,0.0499999995007974,1e-06,0.001,25,p44496
a1236,1,0.0499999995007974,1e-06,0.001,25,p44497
a1236,2,0.0499999995007974,1e-06,0.001,25,p44498
a1236,3,0.0499999995007974,1e-06,0.001,25,p44499
a1236,4,0.0499999995007974,1e-06,0.001,25,p44500
a1236,5,0.0499999995007974,1e-06,0.001,25,p44501
a1236,6,0.0499999995007974,1e-06,0.001,25,p44502
a1236,7,0.0499999995007974,1e-06,0.001,25,p44503
a1236,8,0.0499999995007974,1e-06,0.001,25,p44504
a1236,9,0.0499999995007974,1e-06,0.001,25,p44505
a1236,10,0.0499999995007974,1e-06,0.001,25,p44506
a1236,11,0.0499999995007974,1e-06,0.001,25,p44507
a1236,12,0.0499999995007974,1e-06,0.001,25,p44508
a1236,13,0.0499999995007974,1e-06,0.001,25,p44509
a1236,14,0.0499999995007974,1e-06,0.001,25,p44510
a1236,15,0.0499999995007974,1e-06,0.001,25,p44511
a1236,16,0.0499999995007974,1e-06,0.001,25,p44512
a1236,17,0.0499999995007974,1e-06,0.001,25,p44513
a1236,18,0.0499999995007974,1e-06,0.001,25,p44514
a1236,19,0.0499999995007974,1e-06,0.001,25,p44515
a1236,20,0.0499999995007974,1e-06,0.001,25,p44516
a1236,21,0.0499999995007974,1e-06,0.001,25,p44517
a1236,22,0.0499999995007974,1e-06,0.001,25,p44518
a1236,23,0.0499999995007974,1e-06,0.001,25,p44519
a1236,24,0.0499999995007974,1e-06,0.001,25,p44520
a1236,25,0.0499999995007974,1e-06,0.001,25,p44521
a1236,26,0.0499999995007974,1e-06,0.001,25,p44522
a1236,27,0.0499999995007974,1e-06,0.001,25,p44523
a1236,28,0.0499999995007974,1e-06,0.001,25,p44524
a1236,29,0.0499999995007974,1e-06,0.001,25,p44525
a1236,30,0.0499999995007974,1e-06,0.001,25,p44526
a1236,31,0.0499999995007974,1e-06,0.001,25,p44527
a1236,32,0.0499999995007974,1e-06,0.001,25,p44528
a1236,33,0.0499999995007974,1e-06,0.001,25,p44529
a1236,34,0.0499999995007974,1e-06,0.001,25,p44530
a1236,35,0.0499999995007974,1e-06,0.001,25,p44531
a1237,0,0.0499999995007974,1e-06,0.004641588833612773,25,p44532
a1237,1,0.0499999995007974,1e-06,0.004641588833612773,25,p44533
a1237,2,0.0499999995007974,1e-06,0.004641588833612773,25,p44534
a1237,3,0.0499999995007974,1e-06,0.004641588833612773,25,p44535
a1237,4,0.0499999995007974,1e-06,0.004641588833612773,25,p44536
a1237,5,0.0499999995007974,1e-06,0.004641588833612773,25,p44537
a1237,6,0.0499999995007974,1e-06,0.004641588833612773,25,p44538
a1237,7,0.0499999995007974,1e-06,0.004641588833612773,25,p44539
a1237,8,0.0499999995007974,1e-06,0.004641588833612773,25,p44540
a1237,9,0.0499999995007974,1e-06,0.004641588833612773,25,p44541
a1237,10,0.0499999995007974,1e-06,0.004641588833612773,25,p44542
a1237,11,0.0499999995007974,1e-06,0.004641588833612773,25,p44543
a1237,12,0.0499999995007974,1e-06,0.004641588833612773,25,p44544
a1237,13,0.0499999995007974,1e-06,0.004641588833612773,25,p44545
a1237,14,0.0499999995007974,1e-06,0.004641588833612773,25,p44546
a1237,15,0.0499999995007974,1e-06,0.004641588833612773,25,p44547
a1237,16,0.0499999995007974,1e-06,0.004641588833612773,25,p44548
a1237,17,0.0499999995007974,1e-06,0.004641588833612773,25,p44549
a1237,18,0.0499999995007974,1e-06,0.004641588833612773,25,p44550
a1237,19,0.0499999995007974,1e-06,0.004641588833612773,25,p44551
a1237,20,0.0499999995007974,1e-06,0.004641588833612773,25,p44552
a1237,21,0.0499999995007974,1e-06,0.004641588833612773,25,p44553
a1237,22,0.0499999995007974,1e-06,0.004641588833612773,25,p44554
a1237,23,0.0499999995007974,1e-06,0.004641588833612773,25,p44555
a1237,24,0.0499999995007974,1e-06,0.004641588833612773,25,p44556
a1237,25,0.0499999995007974,1e-06,0.004641588833612773,25,p44557
a1237,26,0.0499999995007974,1e-06,0.004641588833612773,25,p44558
a1237,27,0.0499999995007974,1e-06,0.004641588833612773,25,p44559
a1237,28,0.0499999995007974,1e-06,0.004641588833612773,25,p44560
a1237,29,0.0499999995007974,1e-06,0.004641588833612773,25,p44561
a1237,30,0.0499999995007974,1e-06,0.004641588833612773,25,p44562
a1237,31,0.0499999995007974,1e-06,0.004641588833612773,25,p44563
a1237,32,0.0499999995007974,1e-06,0.004641588833612773,25,p44564
a1237,33,0.0499999995007974,1e-06,0.004641588833612773,25,p44565
a1237,34,0.0499999995007974,1e-06,0.004641588833612773,25,p44566
a1237,35,0.0499999995007974,1e-06,0.004641588833612773,25,p44567
a1238,0,0.0499999995007974,1e-06,0.021544346900318822,25,p44568
a1238,1,0.0499999995007974,1e-06,0.021544346900318822,25,p44569
a1238,2,0.0499999995007974,1e-06,0.021544346900318822,25,p44570
a1238,3,0.0499999995007974,1e-06,0.021544346900318822,25,p44571
a1238,4,0.0499999995007974,1e-06,0.021544346900318822,25,p44572
a1238,5,0.0499999995007974,1e-06,0.021544346900318822,25,p44573
a1238,6,0.0499999995007974,1e-06,0.021544346900318822,25,p44574
a1238,7,0.0499999995007974,1e-06,0.021544346900318822,25,p44575
a1238,8,0.0499999995007974,1e-06,0.021544346900318822,25,p44576
a1238,9,0.0499999995007974,1e-06,0.021544346900318822,25,p44577
a1238,10,0.0499999995007974,1e-06,0.021544346900318822,25,p44578
a1238,11,0.0499999995007974,1e-06,0.021544346900318822,25,p44579
a1238,12,0.0499999995007974,1e-06,0.021544346900318822,25,p44580
a1238,13,0.0499999995007974,1e-06,0.021544346900318822,25,p44581
a1238,14,0.0499999995007974,1e-06,0.021544346900318822,25,p44582
a1238,15,0.0499999995007974,1e-06,0.021544346900318822,25,p44583
a1238,16,0.0499999995007974,1e-06,0.021544346900318822,25,p44584
a1238,17,0.0499999995007974,1e-06,0.021544346900318822,25,p44585
a1238,18,0.0499999995007974,1e-06,0.021544346900318822,25,p44586
a1238,19,0.0499999995007974,1e-06,0.021544346900318822,25,p44587
a1238,20,0.0499999995007974,1e-06,0.021544346900318822,25,p44588
a1238,21,0.0499999995007974,1e-06,0.021544346900318822,25,p44589
a1238,22,0.0499999995007974,1e-06,0.021544346900318822,25,p44590
a1238,23,0.0499999995007974,1e-06,0.021544346900318822,25,p44591
a1238,24,0.0499999995007974,1e-06,0.021544346900318822,25,p44592
a1238,25,0.0499999995007974,1e-06,0.021544346900318822,25,p44593
a1238,26,0.0499999995007974,1e-06,0.021544346900318822,25,p44594
a1238,27,0.0499999995007974,1e-06,0.021544346900318822,25,p44595
a1238,28,0.0499999995007974,1e-06,0.021544346900318822,25,p44596
a1238,29,0.0499999995007974,1e-06,0.021544346900318822,25,p44597
a1238,30,0.0499999995007974,1e-06,0.021544346900318822,25,p44598
a1238,31,0.0499999995007974,1e-06,0.021544346900318822,25,p44599
a1238,32,0.0499999995007974,1e-06,0.021544346900318822,25,p44600
a1238,33,0.0499999995007974,1e-06,0.021544346900318822,25,p44601
a1238,34,0.0499999995007974,1e-06,0.021544346900318822,25,p44602
a1238,35,0.0499999995007974,1e-06,0.021544346900318822,25,p44603
a1239,0,0.0499999995007974,1e-06,0.1,25,p44604
a1239,1,0.0499999995007974,1e-06,0.1,25,p44605
a1239,2,0.0499999995007974,1e-06,0.1,25,p44606
a1239,3,0.0499999995007974,1e-06,0.1,25,p44607
a1239,4,0.0499999995007974,1e-06,0.1,25,p44608
a1239,5,0.0499999995007974,1e-06,0.1,25,p44609
a1239,6,0.0499999995007974,1e-06,0.1,25,p44610
a1239,7,0.0499999995007974,1e-06,0.1,25,p44611
a1239,8,0.0499999995007974,1e-06,0.1,25,p44612
a1239,9,0.0499999995007974,1e-06,0.1,25,p44613
a1239,10,0.0499999995007974,1e-06,0.1,25,p44614
a1239,11,0.0499999995007974,1e-06,0.1,25,p44615
a1239,12,0.0499999995007974,1e-06,0.1,25,p44616
a1239,13,0.0499999995007974,1e-06,0.1,25,p44617
a1239,14,0.0499999995007974,1e-06,0.1,25,p44618
a1239,15,0.0499999995007974,1e-06,0.1,25,p44619
a1239,16,0.0499999995007974,1e-06,0.1,25,p44620
a1239,17,0.0499999995007974,1e-06,0.1,25,p44621
a1239,18,0.0499999995007974,1e-06,0.1,25,p44622
a1239,19,0.0499999995007974,1e-06,0.1,25,p44623
a1239,20,0.0499999995007974,1e-06,0.1,25,p44624
a1239,21,0.0499999995007974,1e-06,0.1,25,p44625
a1239,22,0.0499999995007974,1e-06,0.1,25,p44626
a1239,23,0.0499999995007974,1e-06,0.1,25,p44627
a1239,24,0.0499999995007974,1e-06,0.1,25,p44628
a1239,25,0.0499999995007974,1e-06,0.1,25,p44629
a1239,26,0.0499999995007974,1e-06,0.1,25,p44630
a1239,27,0.0499999995007974,1e-06,0.1,25,p44631
a1239,28,0.0499999995007974,1e-06,0.1,25,p44632
a1239,29,0.0499999995007974,1e-06,0.1,25,p44633
a1239,30,0.0499999995007974,1e-06,0.1,25,p44634
a1239,31,0.0499999995007974,1e-06,0.1,25,p44635
a1239,32,0.0499999995007974,1e-06,0.1,25,p44636
a1239,33,0.0499999995007974,1e-06,0.1,25,p44637
a1239,34,0.0499999995007974,1e-06,0.1,25,p44638
a1239,35,0.0499999995007974,1e-06,0.1,25,p44639
a1240,0,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44640
a1240,1,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44641
a1240,2,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44642
a1240,3,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44643
a1240,4,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44644
a1240,5,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44645
a1240,6,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44646
a1240,7,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44647
a1240,8,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44648
a1240,9,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44649
a1240,10,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44650
a1240,11,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44651
a1240,12,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44652
a1240,13,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44653
a1240,14,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44654
a1240,15,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44655
a1240,16,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44656
a1240,17,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44657
a1240,18,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44658
a1240,19,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44659
a1240,20,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44660
a1240,21,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44661
a1240,22,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44662
a1240,23,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44663
a1240,24,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44664
a1240,25,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44665
a1240,26,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44666
a1240,27,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44667
a1240,28,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44668
a1240,29,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44669
a1240,30,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44670
a1240,31,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44671
a1240,32,0.0499999995007974,2.1544346900318822e-06,1e-07,24,p44672
