assay,rep,monosome_fitness,monosome_rate,revert_rate,n_gen,pop_id
a1027,25,0.001,4.641588833612782e-07,0.004641588833612773,25,p36997
a1027,26,0.001,4.641588833612782e-07,0.004641588833612773,25,p36998
a1027,27,0.001,4.641588833612782e-07,0.004641588833612773,25,p36999
a1027,28,0.001,4.641588833612782e-07,0.004641588833612773,25,p37000
a1027,29,0.001,4.641588833612782e-07,0.004641588833612773,25,p37001
a1027,30,0.001,4.641588833612782e-07,0.004641588833612773,25,p37002
a1027,31,0.001,4.641588833612782e-07,0.004641588833612773,25,p37003
a1027,32,0.001,4.641588833612782e-07,0.004641588833612773,25,p37004
a1027,33,0.001,4.641588833612782e-07,0.004641588833612773,25,p37005
a1027,34,0.001,4.641588833612782e-07,0.004641588833612773,25,p37006
a1027,35,0.001,4.641588833612782e-07,0.004641588833612773,25,p37007
a1028,0,0.001,4.641588833612782e-07,0.021544346900318822,25,p37008
a1028,1,0.001,4.641588833612782e-07,0.021544346900318822,25,p37009
a1028,2,0.001,4.641588833612782e-07,0.021544346900318822,25,p37010
a1028,3,0.001,4.641588833612782e-07,0.021544346900318822,25,p37011
a1028,4,0.001,4.641588833612782e-07,0.021544346900318822,25,p37012
a1028,5,0.001,4.641588833612782e-07,0.021544346900318822,25,p37013
a1028,6,0.001,4.641588833612782e-07,0.021544346900318822,25,p37014
a1028,7,0.001,4.641588833612782e-07,0.021544346900318822,25,p37015
a1028,8,0.001,4.641588833612782e-07,0.021544346900318822,25,p37016
a1028,9,0.001,4.641588833612782e-07,0.021544346900318822,25,p37017
a1028,10,0.001,4.641588833612782e-07,0.021544346900318822,25,p37018
a1028,11,0.001,4.641588833612782e-07,0.021544346900318822,25,p37019
a1028,12,0.001,4.641588833612782e-07,0.021544346900318822,25,p37020
a1028,13,0.001,4.641588833612782e-07,0.021544346900318822,25,p37021
a1028,14,0.001,4.641588833612782e-07,0.021544346900318822,25,p37022
a1028,15,0.001,4.641588833612782e-07,0.021544346900318822,25,p37023
a1028,16,0.001,4.641588833612782e-07,0.021544346900318822,25,p37024
a1028,17,0.001,4.641588833612782e-07,0.021544346900318822,25,p37025
a1028,18,0.001,4.641588833612782e-07,0.021544346900318822,25,p37026
a1028,19,0.001,4.641588833612782e-07,0.021544346900318822,25,p37027
a1028,20,0.001,4.641588833612782e-07,0.021544346900318822,25,p37028
a1028,21,0.001,4.641588833612782e-07,0.021544346900318822,25,p37029
a1028,22,0.001,4.641588833612782e-07,0.021544346900318822,25,p37030
a1028,23,0.001,4.641588833612782e-07,0.021544346900318822,25,p37031
a1028,24,0.001,4.641588833612782e-07,0.021544346900318822,25,p37032
a1028,25,0.001,4.641588833612782e-07,0.021544346900318822,25,p37033
a1028,26,0.001,4.641588833612782e-07,0.021544346900318822,25,p37034
a1028,27,0.001,4.641588833612782e-07,0.021544346900318822,25,p37035
a1028,28,0.001,4.641588833612782e-07,0.021544346900318822,25,p37036
a1028,29,0.001,4.641588833612782e-07,0.021544346900318822,25,p37037
a1028,30,0.001,4.641588833612782e-07,0.021544346900318822,25,p37038
a1028,31,0.001,4.641588833612782e-07,0.021544346900318822,25,p37039
a1028,32,0.001,4.641588833612782e-07,0.021544346900318822,25,p37040
a1028,33,0.001,4.641588833612782e-07,0.021544346900318822,25,p37041
a1028,34,0.001,4.641588833612782e-07,0.021544346900318822,25,p37042
a1028,35,0.001,4.641588833612782e-07,0.021544346900318822,25,p37043
a1029,0,0.001,4.641588833612782e-07,0.1,25,p37044
a1029,1,0.001,4.641588833612782e-07,0.1,25,p37045
a1029,2,0.001,4.641588833612782e-07,0.1,25,p37046
a1029,3,0.001,4.641588833612782e-07,0.1,25,p37047
a1029,4,0.001,4.641588833612782e-07,0.1,25,p37048
a1029,5,0.001,4.641588833612782e-07,0.1,25,p37049
a1029,6,0.001,4.641588833612782e-07,0.1,25,p37050
a1029,7,0.001,4.641588833612782e-07,0.1,25,p37051
a1029,8,0.001,4.641588833612782e-07,0.1,25,p37052
a1029,9,0.001,4.641588833612782e-07,0.1,25,p37053
a1029,10,0.001,4.641588833612782e-07,0.1,25,p37054
a1029,11,0.001,4.641588833612782e-07,0.1,25,p37055
a1029,12,0.001,4.641588833612782e-07,0.1,25,p37056
a1029,13,0.001,4.641588833612782e-07,0.1,25,p37057
a1029,14,0.001,4.641588833612782e-07,0.1,25,p37058
a1029,15,0.001,4.641588833612782e-07,0.1,25,p37059
a1029,16,0.001,4.641588833612782e-07,0.1,25,p37060
a1029,17,0.001,4.641588833612782e-07,0.1,25,p37061
a1029,18,0.001,4.641588833612782e-07,0.1,25,p37062
a1029,19,0.001,4.641588833612782e-07,0.1,25,p37063
a1029,20,0.001,4.641588833612782e-07,0.1,25,p37064
a1029,21,0.001,4.641588833612782e-07,0.1,25,p37065
a1029,22,0.001,4.641588833612782e-07,0.1,25,p37066
a1029,23,0.001,4.641588833612782e-07,0.1,25,p37067
a1029,24,0.001,4.641588833612782e-07,0.1,25,p37068
a1029,25,0.001,4.641588833612782e-07,0.1,25,p37069
a1029,26,0.001,4.641588833612782e-07,0.1,25,p37070
a1029,27,0.001,4.641588833612782e-07,0.1,25,p37071
a1029,28,0.001,4.641588833612782e-07,0.1,25,p37072
a1029,29,0.001,4.641588833612782e-07,0.1,25,p37073
a1029,30,0.001,4.641588833612782e-07,0.1,25,p37074
a1029,31,0.001,4.641588833612782e-07,0.1,25,p37075
a1029,32,0.001,4.641588833612782e-07,0.1,25,p37076
a1029,33,0.001,4.641588833612782e-07,0.1,25,p37077
a1029,34,0.001,4.641588833612782e-07,0.1,25,p37078
a1029,35,0.001,4.641588833612782e-07,0.1,25,p37079
a1030,0,0.001,1e-06,1e-07,25,p37080
a1030,1,0.001,1e-06,1e-07,25,p37081
a1030,2,0.001,1e-06,1e-07,25,p37082
a1030,3,0.001,1e-06,1e-07,25,p37083
a1030,4,0.001,1e-06,1e-07,25,p37084
a1030,5,0.001,1e-06,1e-07,25,p37085
a1030,6,0.001,1e-06,1e-07,25,p37086
a1030,7,0.001,1e-06,1e-07,25,p37087
a1030,8,0.001,1e-06,1e-07,25,p37088
a1030,9,0.001,1e-06,1e-07,25,p37089
a1030,10,0.001,1e-06,1e-07,25,p37090
a1030,11,0.001,1e-06,1e-07,25,p37091
a1030,12,0.001,1e-06,1e-07,25,p37092
a1030,13,0.001,1e-06,1e-07,25,p37093
a1030,14,0.001,1e-06,1e-07,25,p37094
a1030,15,0.001,1e-06,1e-07,25,p37095
a1030,16,0.001,1e-06,1e-07,25,p37096
a1030,17,0.001,1e-06,1e-07,25,p37097
a1030,18,0.001,1e-06,1e-07,25,p37098
a1030,19,0.001,1e-06,1e-07,25,p37099
a1030,20,0.001,1e-06,1e-07,25,p37100
a1030,21,0.001,1e-06,1e-07,25,p37101
a1030,22,0.001,1e-06,1e-07,25,p37102
a1030,23,0.001,1e-06,1e-07,25,p37103
a1030,24,0.001,1e-06,1e-07,25,p37104
a1030,25,0.001,1e-06,1e-07,25,p37105
a1030,26,0.001,1e-06,1e-07,25,p37106
a1030,27,0.001,1e-06,1e-07,25,p37107
a1030,28,0.001,1e-06,1e-07,25,p37108
a1030,29,0.001,1e-06,1e-07,25,p37109
a1030,30,0.001,1e-06,1e-07,25,p37110
a1030,31,0.001,1e-06,1e-07,25,p37111
a1030,32,0.001,1e-06,1e-07,25,p37112
a1030,33,0.001,1e-06,1e-07,25,p37113
a1030,34,0.001,1e-06,1e-07,25,p37114
a1030,35,0.001,1e-06,1e-07,25,p37115
a1031,0,0.001,1e-06,4.641588833612782e-07,25,p37116
a1031,1,0.001,1e-06,4.641588833612782e-07,25,p37117
a1031,2,0.001,1e-06,4.641588833612782e-07,25,p37118
a1031,3,0.001,1e-06,4.641588833612782e-07,25,p37119
a1031,4,0.001,1e-06,4.641588833612782e-07,25,p37120
a1031,5,0.001,1e-06,4.641588833612782e-07,25,p37121
a1031,6,0.001,1e-06,4.641588833612782e-07,25,p37122
a1031,7,0.001,1e-06,4.641588833612782e-07,25,p37123
a1031,8,0.001,1e-06,4.641588833612782e-07,25,p37124
a1031,9,0.001,1e-06,4.641588833612782e-07,25,p37125
a1031,10,0.001,1e-06,4.641588833612782e-07,25,p37126
a1031,11,0.001,1e-06,4.641588833612782e-07,25,p37127
a1031,12,0.001,1e-06,4.641588833612782e-07,25,p37128
a1031,13,0.001,1e-06,4.641588833612782e-07,25,p37129
a1031,14,0.001,1e-06,4.641588833612782e-07,25,p37130
a1031,15,0.001,1e-06,4.641588833612782e-07,25,p37131
a1031,16,0.001,1e-06,4.641588833612782e-07,25,p37132
a1031,17,0.001,1e-06,4.641588833612782e-07,25,p37133
a1031,18,0.001,1e-06,4.641588833612782e-07,25,p37134
a1031,19,0.001,1e-06,4.641588833612782e-07,25,p37135
a1031,20,0.001,1e-06,4.641588833612782e-07,25,p37136
a1031,21,0.001,1e-06,4.641588833612782e-07,25,p37137
a1031,22,0.001,1e-06,4.641588833612782e-07,25,p37138
a1031,23,0.001,1e-06,4.641588833612782e-07,25,p37139
a1031,24,0.001,1e-06,4.641588833612782e-07,25,p37140
a1031,25,0.001,1e-06,4.641588833612782e-07,25,p37141
a1031,26,0.001,1e-06,4.641588833612782e-07,25,p37142
a1031,27,0.001,1e-06,4.641588833612782e-07,25,p37143
a1031,28,0.001,1e-06,4.641588833612782e-07,25,p37144
a1031,29,0.001,1e-06,4.641588833612782e-07,25,p37145
a1031,30,0.001,1e-06,4.641588833612782e-07,25,p37146
a1031,31,0.001,1e-06,4.641588833612782e-07,25,p37147
a1031,32,0.001,1e-06,4.641588833612782e-07,25,p37148
a1031,33,0.001,1e-06,4.641588833612782e-07,25,p37149
a1031,34,0.001,1e-06,4.641588833612782e-07,25,p37150
a1031,35,0.001,1e-06,4.641588833612782e-07,25,p37151
a1032,0,0.001,1e-06,2.1544346900318822e-06,25,p37152
a1032,1,0.001,1e-06,2.1544346900318822e-06,25,p37153
a1032,2,0.001,1e-06,2.1544346900318822e-06,25,p37154
a1032,3,0.001,1e-06,2.1544346900318822e-06,25,p37155
a1032,4,0.001,1e-06,2.1544346900318822e-06,25,p37156
a1032,5,0.001,1e-06,2.1544346900318822e-06,25,p37157
a1032,6,0.001,1e-06,2.1544346900318822e-06,25,p37158
a1032,7,0.001,1e-06,2.1544346900318822e-06,25,p37159
a1032,8,0.001,1e-06,2.1544346900318822e-06,25,p37160
a1032,9,0.001,1e-06,2.1544346900318822e-06,25,p37161
a1032,10,0.001,1e-06,2.1544346900318822e-06,25,p37162
a1032,11,0.001,1e-06,2.1544346900318822e-06,25,p37163
a1032,12,0.001,1e-06,2.1544346900318822e-06,25,p37164
a1032,13,0.001,1e-06,2.1544346900318822e-06,25,p37165
a1032,14,0.001,1e-06,2.1544346900318822e-06,25,p37166
a1032,15,0.001,1e-06,2.1544346900318822e-06,25,p37167
a1032,16,0.001,1e-06,2.1544346900318822e-06,25,p37168
a1032,17,0.001,1e-06,2.1544346900318822e-06,25,p37169
a1032,18,0.001,1e-06,2.1544346900318822e-06,25,p37170
a1032,19,0.001,1e-06,2.1544346900318822e-06,25,p37171
a1032,20,0.001,1e-06,2.1544346900318822e-06,25,p37172
a1032,21,0.001,1e-06,2.1544346900318822e-06,25,p37173
a1032,22,0.001,1e-06,2.1544346900318822e-06,25,p37174
a1032,23,0.001,1e-06,2.1544346900318822e-06,25,p37175
a1032,24,0.001,1e-06,2.1544346900318822e-06,25,p37176
a1032,25,0.001,1e-06,2.1544346900318822e-06,25,p37177
a1032,26,0.001,1e-06,2.1544346900318822e-06,25,p37178
a1032,27,0.001,1e-06,2.1544346900318822e-06,25,p37179
a1032,28,0.001,1e-06,2.1544346900318822e-06,25,p37180
a1032,29,0.001,1e-06,2.1544346900318822e-06,25,p37181
a1032,30,0.001,1e-06,2.1544346900318822e-06,25,p37182
a1032,31,0.001,1e-06,2.1544346900318822e-06,25,p37183
a1032,32,0.001,1e-06,2.1544346900318822e-06,25,p37184
a1032,33,0.001,1e-06,2.1544346900318822e-06,25,p37185
a1032,34,0.001,1e-06,2.1544346900318822e-06,25,p37186
a1032,35,0.001,1e-06,2.1544346900318822e-06,25,p37187
a1033,0,0.001,1e-06,9.999999999999999e-06,25,p37188
a1033,1,0.001,1e-06,9.999999999999999e-06,25,p37189
a1033,2,0.001,1e-06,9.999999999999999e-06,25,p37190
a1033,3,0.001,1e-06,9.999999999999999e-06,25,p37191
a1033,4,0.001,1e-06,9.999999999999999e-06,25,p37192
a1033,5,0.001,1e-06,9.999999999999999e-06,25,p37193
a1033,6,0.001,1e-06,9.999999999999999e-06,25,p37194
a1033,7,0.001,1e-06,9.999999999999999e-06,25,p37195
a1033,8,0.001,1e-06,9.999999999999999e-06,25,p37196
a1033,9,0.001,1e-06,9.999999999999999e-06,25,p37197
a1033,10,0.001,1e-06,9.999999999999999e-06,25,p37198
a1033,11,0.001,1e-06,9.999999999999999e-06,25,p37199
a1033,12,0.001,1e-06,9.999999999999999e-06,25,p37200
a1033,13,0.001,1e-06,9.999999999999999e-06,25,p37201
a1033,14,0.001,1e-06,9.999999999999999e-06,25,p37202
a1033,15,0.001,1e-06,9.999999999999999e-06,25,p37203
a1033,16,0.001,1e-06,9.999999999999999e-06,25,p37204
a1033,17,0.001,1e-06,9.999999999999999e-06,25,p37205
a1033,18,0.001,1e-06,9.999999999999999e-06,25,p37206
a1033,19,0.001,1e-06,9.999999999999999e-06,25,p37207
a1033,20,0.001,1e-06,9.999999999999999e-06,25,p37208
a1033,21,0.001,1e-06,9.999999999999999e-06,25,p37209
a1033,22,0.001,1e-06,9.999999999999999e-06,25,p37210
a1033,23,0.001,1e-06,9.999999999999999e-06,25,p37211
a1033,24,0.001,1e-06,9.999999999999999e-06,25,p37212
a1033,25,0.001,1e-06,9.999999999999999e-06,25,p37213
a1033,26,0.001,1e-06,9.999999999999999e-06,25,p37214
a1033,27,0.001,1e-06,9.999999999999999e-06,25,p37215
a1033,28,0.001,1e-06,9.999999999999999e-06,25,p37216
a1033,29,0.001,1e-06,9.999999999999999e-06,25,p37217
a1033,30,0.001,1e-06,9.999999999999999e-06,25,p37218
a1033,31,0.001,1e-06,9.999999999999999e-06,25,p37219
a1033,32,0.001,1e-06,9.999999999999999e-06,25,p37220
a1033,33,0.001,1e-06,9.999999999999999e-06,25,p37221
a1033,34,0.001,1e-06,9.999999999999999e-06,25,p37222
a1033,35,0.001,1e-06,9.999999999999999e-06,25,p37223
a1034,0,0.001,1e-06,4.641588833612772e-05,25,p37224
a1034,1,0.001,1e-06,4.641588833612772e-05,25,p37225
a1034,2,0.001,1e-06,4.641588833612772e-05,25,p37226
a1034,3,0.001,1e-06,4.641588833612772e-05,25,p37227
a1034,4,0.001,1e-06,4.641588833612772e-05,25,p37228
a1034,5,0.001,1e-06,4.641588833612772e-05,25,p37229
a1034,6,0.001,1e-06,4.641588833612772e-05,25,p37230
a1034,7,0.001,1e-06,4.641588833612772e-05,25,p37231
a1034,8,0.001,1e-06,4.641588833612772e-05,25,p37232
a1034,9,0.001,1e-06,4.641588833612772e-05,25,p37233
a1034,10,0.001,1e-06,4.641588833612772e-05,25,p37234
a1034,11,0.001,1e-06,4.641588833612772e-05,25,p37235
a1034,12,0.001,1e-06,4.641588833612772e-05,25,p37236
a1034,13,0.001,1e-06,4.641588833612772e-05,25,p37237
a1034,14,0.001,1e-06,4.641588833612772e-05,25,p37238
a1034,15,0.001,1e-06,4.641588833612772e-05,25,p37239
a1034,16,0.001,1e-06,4.641588833612772e-05,25,p37240
a1034,17,0.001,1e-06,4.641588833612772e-05,25,p37241
a1034,18,0.001,1e-06,4.641588833612772e-05,25,p37242
a1034,19,0.001,1e-06,4.641588833612772e-05,25,p37243
a1034,20,0.001,1e-06,4.641588833612772e-05,25,p37244
a1034,21,0.001,1e-06,4.641588833612772e-05,25,p37245
a1034,22,0.001,1e-06,4.641588833612772e-05,25,p37246
a1034,23,0.001,1e-06,4.641588833612772e-05,25,p37247
a1034,24,0.001,1e-06,4.641588833612772e-05,25,p37248
a1034,25,0.001,1e-06,4.641588833612772e-05,25,p37249
a1034,26,0.001,1e-06,4.641588833612772e-05,25,p37250
a1034,27,0.001,1e-06,4.641588833612772e-05,25,p37251
a1034,28,0.001,1e-06,4.641588833612772e-05,25,p37252
a1034,29,0.001,1e-06,4.641588833612772e-05,25,p37253
a1034,30,0.001,1e-06,4.641588833612772e-05,25,p37254
a1034,31,0.001,1e-06,4.641588833612772e-05,25,p37255
a1034,32,0.001,1e-06,4.641588833612772e-05,25,p37256
a1034,33,0.001,1e-06,4.641588833612772e-05,25,p37257
a1034,34,0.001,1e-06,4.641588833612772e-05,25,p37258
a1034,35,0.001,1e-06,4.641588833612772e-05,25,p37259
a1035,0,0.001,1e-06,0.00021544346900318823,25,p37260
a1035,1,0.001,1e-06,0.00021544346900318823,25,p37261
a1035,2,0.001,1e-06,0.00021544346900318823,25,p37262
a1035,3,0.001,1e-06,0.00021544346900318823,25,p37263
a1035,4,0.001,1e-06,0.00021544346900318823,25,p37264
a1035,5,0.001,1e-06,0.00021544346900318823,25,p37265
a1035,6,0.001,1e-06,0.00021544346900318823,25,p37266
a1035,7,0.001,1e-06,0.00021544346900318823,25,p37267
a1035,8,0.001,1e-06,0.00021544346900318823,25,p37268
a1035,9,0.001,1e-06,0.00021544346900318823,25,p37269
a1035,10,0.001,1e-06,0.00021544346900318823,25,p37270
a1035,11,0.001,1e-06,0.00021544346900318823,25,p37271
a1035,12,0.001,1e-06,0.00021544346900318823,25,p37272
a1035,13,0.001,1e-06,0.00021544346900318823,25,p37273
a1035,14,0.001,1e-06,0.00021544346900318823,25,p37274
a1035,15,0.001,1e-06,0.00021544346900318823,25,p37275
a1035,16,0.001,1e-06,0.00021544346900318823,25,p37276
a1035,17,0.001,1e-06,0.00021544346900318823,25,p37277
a1035,18,0.001,1e-06,0.00021544346900318823,25,p37278
a1035,19,0.001,1e-06,0.00021544346900318823,25,p37279
a1035,20,0.001,1e-06,0.00021544346900318823,25,p37280
a1035,21,0.001,1e-06,0.00021544346900318823,25,p37281
a1035,22,0.001,1e-06,0.00021544346900318823,25,p37282
a1035,23,0.001,1e-06,0.00021544346900318823,25,p37283
a1035,24,0.001,1e-06,0.00021544346900318823,25,p37284
a1035,25,0.001,1e-06,0.00021544346900318823,25,p37285
a1035,26,0.001,1e-06,0.00021544346900318823,25,p37286
a1035,27,0.001,1e-06,0.00021544346900318823,25,p37287
a1035,28,0.001,1e-06,0.00021544346900318823,25,p37288
a1035,29,0.001,1e-06,0.00021544346900318823,25,p37289
a1035,30,0.001,1e-06,0.00021544346900318823,25,p37290
a1035,31,0.001,1e-06,0.00021544346900318823,25,p37291
a1035,32,0.001,1e-06,0.00021544346900318823,25,p37292
a1035,33,0.001,1e-06,0.00021544346900318823,25,p37293
a1035,34,0.001,1e-06,0.00021544346900318823,25,p37294
a1035,35,0.001,1e-06,0.00021544346900318823,25,p37295
a1036,0,0.001,1e-06,0.001,25,p37296
a1036,1,0.001,1e-06,0.001,25,p37297
a1036,2,0.001,1e-06,0.001,25,p37298
a1036,3,0.001,1e-06,0.001,25,p37299
a1036,4,0.001,1e-06,0.001,25,p37300
a1036,5,0.001,1e-06,0.001,25,p37301
a1036,6,0.001,1e-06,0.001,25,p37302
a1036,7,0.001,1e-06,0.001,25,p37303
a1036,8,0.001,1e-06,0.001,25,p37304
a1036,9,0.001,1e-06,0.001,25,p37305
a1036,10,0.001,1e-06,0.001,25,p37306
a1036,11,0.001,1e-06,0.001,25,p37307
a1036,12,0.001,1e-06,0.001,25,p37308
a1036,13,0.001,1e-06,0.001,25,p37309
a1036,14,0.001,1e-06,0.001,25,p37310
a1036,15,0.001,1e-06,0.001,25,p37311
a1036,16,0.001,1e-06,0.001,25,p37312
a1036,17,0.001,1e-06,0.001,25,p37313
a1036,18,0.001,1e-06,0.001,25,p37314
a1036,19,0.001,1e-06,0.001,25,p37315
a1036,20,0.001,1e-06,0.001,25,p37316
a1036,21,0.001,1e-06,0.001,25,p37317
a1036,22,0.001,1e-06,0.001,25,p37318
a1036,23,0.001,1e-06,0.001,25,p37319
a1036,24,0.001,1e-06,0.001,25,p37320
a1036,25,0.001,1e-06,0.001,25,p37321
a1036,26,0.001,1e-06,0.001,25,p37322
a1036,27,0.001,1e-06,0.001,25,p37323
a1036,28,0.001,1e-06,0.001,25,p37324
a1036,29,0.001,1e-06,0.001,25,p37325
a1036,30,0.001,1e-06,0.001,25,p37326
a1036,31,0.001,1e-06,0.001,25,p37327
a1036,32,0.001,1e-06,0.001,25,p37328
a1036,33,0.001,1e-06,0.001,25,p37329
a1036,34,0.001,1e-06,0.001,25,p37330
a1036,35,0.001,1e-06,0.001,25,p37331
a1037,0,0.001,1e-06,0.004641588833612773,25,p37332
a1037,1,0.001,1e-06,0.004641588833612773,25,p37333
a1037,2,0.001,1e-06,0.004641588833612773,25,p37334
a1037,3,0.001,1e-06,0.004641588833612773,25,p37335
a1037,4,0.001,1e-06,0.004641588833612773,25,p37336
a1037,5,0.001,1e-06,0.004641588833612773,25,p37337
a1037,6,0.001,1e-06,0.004641588833612773,25,p37338
a1037,7,0.001,1e-06,0.004641588833612773,25,p37339
a1037,8,0.001,1e-06,0.004641588833612773,25,p37340
a1037,9,0.001,1e-06,0.004641588833612773,25,p37341
a1037,10,0.001,1e-06,0.004641588833612773,25,p37342
a1037,11,0.001,1e-06,0.004641588833612773,25,p37343
a1037,12,0.001,1e-06,0.004641588833612773,25,p37344
a1037,13,0.001,1e-06,0.004641588833612773,25,p37345
a1037,14,0.001,1e-06,0.004641588833612773,25,p37346
a1037,15,0.001,1e-06,0.004641588833612773,25,p37347
a1037,16,0.001,1e-06,0.004641588833612773,25,p37348
a1037,17,0.001,1e-06,0.004641588833612773,25,p37349
a1037,18,0.001,1e-06,0.004641588833612773,25,p37350
a1037,19,0.001,1e-06,0.004641588833612773,25,p37351
a1037,20,0.001,1e-06,0.004641588833612773,25,p37352
a1037,21,0.001,1e-06,0.004641588833612773,25,p37353
a1037,22,0.001,1e-06,0.004641588833612773,25,p37354
a1037,23,0.001,1e-06,0.004641588833612773,25,p37355
a1037,24,0.001,1e-06,0.004641588833612773,25,p37356
a1037,25,0.001,1e-06,0.004641588833612773,25,p37357
a1037,26,0.001,1e-06,0.004641588833612773,25,p37358
a1037,27,0.001,1e-06,0.004641588833612773,25,p37359
a1037,28,0.001,1e-06,0.004641588833612773,25,p37360
a1037,29,0.001,1e-06,0.004641588833612773,25,p37361
a1037,30,0.001,1e-06,0.004641588833612773,25,p37362
a1037,31,0.001,1e-06,0.004641588833612773,25,p37363
a1037,32,0.001,1e-06,0.004641588833612773,25,p37364
a1037,33,0.001,1e-06,0.004641588833612773,25,p37365
a1037,34,0.001,1e-06,0.004641588833612773,25,p37366
a1037,35,0.001,1e-06,0.004641588833612773,25,p37367
a1038,0,0.001,1e-06,0.021544346900318822,25,p37368
a1038,1,0.001,1e-06,0.021544346900318822,25,p37369
a1038,2,0.001,1e-06,0.021544346900318822,25,p37370
a1038,3,0.001,1e-06,0.021544346900318822,25,p37371
a1038,4,0.001,1e-06,0.021544346900318822,25,p37372
a1038,5,0.001,1e-06,0.021544346900318822,25,p37373
a1038,6,0.001,1e-06,0.021544346900318822,25,p37374
a1038,7,0.001,1e-06,0.021544346900318822,25,p37375
a1038,8,0.001,1e-06,0.021544346900318822,25,p37376
a1038,9,0.001,1e-06,0.021544346900318822,25,p37377
a1038,10,0.001,1e-06,0.021544346900318822,25,p37378
a1038,11,0.001,1e-06,0.021544346900318822,25,p37379
a1038,12,0.001,1e-06,0.021544346900318822,25,p37380
a1038,13,0.001,1e-06,0.021544346900318822,25,p37381
a1038,14,0.001,1e-06,0.021544346900318822,25,p37382
a1038,15,0.001,1e-06,0.021544346900318822,25,p37383
a1038,16,0.001,1e-06,0.021544346900318822,25,p37384
a1038,17,0.001,1e-06,0.021544346900318822,25,p37385
a1038,18,0.001,1e-06,0.021544346900318822,25,p37386
a1038,19,0.001,1e-06,0.021544346900318822,25,p37387
a1038,20,0.001,1e-06,0.021544346900318822,25,p37388
a1038,21,0.001,1e-06,0.021544346900318822,25,p37389
a1038,22,0.001,1e-06,0.021544346900318822,25,p37390
a1038,23,0.001,1e-06,0.021544346900318822,25,p37391
a1038,24,0.001,1e-06,0.021544346900318822,25,p37392
a1038,25,0.001,1e-06,0.021544346900318822,25,p37393
a1038,26,0.001,1e-06,0.021544346900318822,25,p37394
a1038,27,0.001,1e-06,0.021544346900318822,25,p37395
a1038,28,0.001,1e-06,0.021544346900318822,25,p37396
a1038,29,0.001,1e-06,0.021544346900318822,25,p37397
a1038,30,0.001,1e-06,0.021544346900318822,25,p37398
a1038,31,0.001,1e-06,0.021544346900318822,25,p37399
a1038,32,0.001,1e-06,0.021544346900318822,25,p37400
a1038,33,0.001,1e-06,0.021544346900318822,25,p37401
a1038,34,0.001,1e-06,0.021544346900318822,25,p37402
a1038,35,0.001,1e-06,0.021544346900318822,25,p37403
a1039,0,0.001,1e-06,0.1,25,p37404
a1039,1,0.001,1e-06,0.1,25,p37405
a1039,2,0.001,1e-06,0.1,25,p37406
a1039,3,0.001,1e-06,0.1,25,p37407
a1039,4,0.001,1e-06,0.1,25,p37408
a1039,5,0.001,1e-06,0.1,25,p37409
a1039,6,0.001,1e-06,0.1,25,p37410
a1039,7,0.001,1e-06,0.1,25,p37411
a1039,8,0.001,1e-06,0.1,25,p37412
a1039,9,0.001,1e-06,0.1,25,p37413
a1039,10,0.001,1e-06,0.1,25,p37414
a1039,11,0.001,1e-06,0.1,25,p37415
a1039,12,0.001,1e-06,0.1,25,p37416
a1039,13,0.001,1e-06,0.1,25,p37417
a1039,14,0.001,1e-06,0.1,25,p37418
a1039,15,0.001,1e-06,0.1,25,p37419
a1039,16,0.001,1e-06,0.1,25,p37420
a1039,17,0.001,1e-06,0.1,25,p37421
a1039,18,0.001,1e-06,0.1,25,p37422
a1039,19,0.001,1e-06,0.1,25,p37423
a1039,20,0.001,1e-06,0.1,25,p37424
a1039,21,0.001,1e-06,0.1,25,p37425
a1039,22,0.001,1e-06,0.1,25,p37426
a1039,23,0.001,1e-06,0.1,25,p37427
a1039,24,0.001,1e-06,0.1,25,p37428
a1039,25,0.001,1e-06,0.1,25,p37429
a1039,26,0.001,1e-06,0.1,25,p37430
a1039,27,0.001,1e-06,0.1,25,p37431
a1039,28,0.001,1e-06,0.1,25,p37432
a1039,29,0.001,1e-06,0.1,25,p37433
a1039,30,0.001,1e-06,0.1,25,p37434
a1039,31,0.001,1e-06,0.1,25,p37435
a1039,32,0.001,1e-06,0.1,25,p37436
a1039,33,0.001,1e-06,0.1,25,p37437
a1039,34,0.001,1e-06,0.1,25,p37438
a1039,35,0.001,1e-06,0.1,25,p37439
a1040,0,0.001,2.1544346900318822e-06,1e-07,24,p37440
a1040,1,0.001,2.1544346900318822e-06,1e-07,24,p37441
a1040,2,0.001,2.1544346900318822e-06,1e-07,24,p37442
a1040,3,0.001,2.1544346900318822e-06,1e-07,24,p37443
a1040,4,0.001,2.1544346900318822e-06,1e-07,24,p37444
a1040,5,0.001,2.1544346900318822e-06,1e-07,24,p37445
a1040,6,0.001,2.1544346900318822e-06,1e-07,24,p37446
a1040,7,0.001,2.1544346900318822e-06,1e-07,24,p37447
a1040,8,0.001,2.1544346900318822e-06,1e-07,24,p37448
a1040,9,0.001,2.1544346900318822e-06,1e-07,24,p37449
a1040,10,0.001,2.1544346900318822e-06,1e-07,24,p37450
a1040,11,0.001,2.1544346900318822e-06,1e-07,24,p37451
a1040,12,0.001,2.1544346900318822e-06,1e-07,24,p37452
a1040,13,0.001,2.1544346900318822e-06,1e-07,24,p37453
a1040,14,0.001,2.1544346900318822e-06,1e-07,24,p37454
